-3.88197	-8.03945	
-3.88167	-8.06855	
-3.88136	-7.95611	
-3.88106	-7.96004	
-3.88075	-8.06685	
-3.88044	-8.145	
-3.88014	-8.00021	
-3.87983	-7.99183	
-3.87953	-8.17209	
-3.87922	-8.40251	
-3.87892	-8.57852	
-3.87861	-8.59784	
-3.87831	-8.37937	
-3.878	-8.18353	
-3.87769	-8.25296	
-3.87739	-8.35976	
-3.87708	-8.28106	
-3.87678	-8.25488	
-3.87647	-8.32777	
-3.87617	-8.24758	
-3.87586	-7.94641	
-3.87556	-7.86532	
-3.87525	-7.93423	
-3.87494	-7.82047	
-3.87464	-7.81044	
-3.87433	-7.84146	
-3.87403	-7.9935	
-3.87372	-8.24479	
-3.87342	-8.33417	
-3.87311	-8.58814	
-3.87281	-8.5726	
-3.8725	-8.24957	
-3.87219	-8.28164	
-3.87189	-8.49792	
-3.87158	-8.45738	
-3.87128	-8.39586	
-3.87097	-8.27189	
-3.87067	-8.18821	
-3.87036	-8.43859	
-3.87006	-8.44901	
-3.86975	-8.26567	
-3.86944	-8.32395	
-3.86914	-8.28834	
-3.86883	-8.17767	
-3.86853	-8.07683	
-3.86822	-8.06315	
-3.86792	-8.12609	
-3.86761	-8.20753	
-3.8673	-8.26849	
-3.867	-8.07992	
-3.86669	-7.67281	
-3.86639	-7.37918	
-3.86608	-7.3943	
-3.86578	-7.47223	
-3.86547	-7.57362	
-3.86517	-7.52419	
-3.86486	-7.49743	
-3.86455	-7.73681	
-3.86425	-7.76031	
-3.86394	-7.77062	
-3.86364	-7.69452	
-3.86333	-7.68949	
-3.86303	-8.03589	
-3.86272	-8.25372	
-3.86242	-8.23253	
-3.86211	-7.98074	
-3.8618	-7.83368	
-3.8615	-8.01411	
-3.86119	-8.22539	
-3.86089	-8.3463	
-3.86058	-8.42002	
-3.86028	-8.26767	
-3.85997	-8.28084	
-3.85967	-8.43675	
-3.85936	-8.56444	
-3.85905	-8.45525	
-3.85875	-8.34004	
-3.85844	-8.35641	
-3.85814	-8.21688	
-3.85783	-8.16472	
-3.85753	-8.09447	
-3.85722	-7.83696	
-3.85692	-7.38845	
-3.85661	-7.29241	
-3.8563	-7.60872	
-3.856	-7.60211	
-3.85569	-7.60354	
-3.85539	-7.53366	
-3.85508	-7.47858	
-3.85478	-7.62616	
-3.85447	-7.72777	
-3.85417	-7.7598	
-3.85386	-7.78703	
-3.85355	-7.87526	
-3.85325	-8.06146	
-3.85294	-8.15003	
-3.85264	-8.199	
-3.85233	-8.1575	
-3.85203	-7.98334	
-3.85172	-7.85408	
-3.85142	-7.83818	
-3.85111	-7.76114	
-3.8508	-7.75104	
-3.8505	-7.63605	
-3.85019	-7.59348	
-3.84989	-7.634	
-3.84958	-7.60579	
-3.84928	-7.45838	
-3.84897	-7.55199	
-3.84867	-7.79985	
-3.84836	-7.94543	
-3.84805	-7.81984	
-3.84775	-7.74193	
-3.84744	-7.73411	
-3.84714	-7.81562	
-3.84683	-7.96078	
-3.84653	-7.91765	
-3.84622	-7.92185	
-3.84591	-8.09202	
-3.84561	-8.09711	
-3.8453	-8.03079	
-3.845	-7.82567	
-3.84469	-7.59169	
-3.84439	-7.46854	
-3.84408	-7.61945	
-3.84378	-7.82607	
-3.84347	-7.99249	
-3.84316	-7.89265	
-3.84286	-7.64066	
-3.84255	-7.68781	
-3.84225	-7.63877	
-3.84194	-7.33756	
-3.84164	-7.32205	
-3.84133	-7.52485	
-3.84103	-7.65843	
-3.84072	-7.74669	
-3.84041	-7.91418	
-3.84011	-8.13053	
-3.8398	-8.19596	
-3.8395	-8.27771	
-3.83919	-8.25102	
-3.83889	-8.04806	
-3.83858	-7.88106	
-3.83828	-7.65625	
-3.83797	-7.66591	
-3.83766	-7.72359	
-3.83736	-7.77157	
-3.83705	-7.93185	
-3.83675	-7.99697	
-3.83644	-8.06918	
-3.83614	-8.09678	
-3.83583	-8.10733	
-3.83553	-8.10763	
-3.83522	-8.05364	
-3.83491	-7.92458	
-3.83461	-7.76869	
-3.8343	-8.06592	
-3.834	-8.12459	
-3.83369	-7.93664	
-3.83339	-7.79441	
-3.83308	-7.70568	
-3.83278	-7.76688	
-3.83247	-7.90463	
-3.83216	-7.91693	
-3.83186	-7.92772	
-3.83155	-7.99252	
-3.83125	-7.8958	
-3.83094	-7.65078	
-3.83064	-7.61414	
-3.83033	-7.56961	
-3.83003	-7.2641	
-3.82972	-7.34482	
-3.82941	-7.70857	
-3.82911	-7.78751	
-3.8288	-7.60465	
-3.8285	-7.59623	
-3.82819	-7.70157	
-3.82789	-7.85683	
-3.82758	-8.03465	
-3.82728	-8.09554	
-3.82697	-7.96778	
-3.82666	-8.05906	
-3.82636	-8.20547	
-3.82605	-8.20528	
-3.82575	-8.05814	
-3.82544	-7.89712	
-3.82514	-7.75306	
-3.82483	-7.61941	
-3.82453	-7.41649	
-3.82422	-7.22013	
-3.82391	-7.25363	
-3.82361	-7.26617	
-3.8233	-7.24583	
-3.823	-7.22964	
-3.82269	-7.22979	
-3.82239	-7.22231	
-3.82208	-7.2847	
-3.82177	-7.45359	
-3.82147	-7.85514	
-3.82116	-8.07424	
-3.82086	-7.86401	
-3.82055	-8.01661	
-3.82025	-8.11247	
-3.81994	-7.79548	
-3.81964	-7.64575	
-3.81933	-7.72032	
-3.81902	-7.67104	
-3.81872	-7.531	
-3.81841	-7.45046	
-3.81811	-7.50195	
-3.8178	-7.41707	
-3.8175	-7.41758	
-3.81719	-7.44566	
-3.81689	-7.32815	
-3.81658	-7.33937	
-3.81627	-7.58368	
-3.81597	-7.69537	
-3.81566	-7.47121	
-3.81536	-7.4329	
-3.81505	-7.64731	
-3.81475	-7.63277	
-3.81444	-7.51251	
-3.81414	-7.42383	
-3.81383	-7.41346	
-3.81352	-7.44358	
-3.81322	-7.28647	
-3.81291	-7.29032	
-3.81261	-7.35441	
-3.8123	-7.51955	
-3.812	-7.54491	
-3.81169	-7.40154	
-3.81139	-7.47013	
-3.81108	-7.48293	
-3.81077	-7.439	
-3.81047	-7.60053	
-3.81016	-7.71261	
-3.80986	-7.65955	
-3.80955	-7.75139	
-3.80925	-7.6211	
-3.80894	-7.41706	
-3.80864	-7.62086	
-3.80833	-7.74157	
-3.80802	-7.36607	
-3.80772	-7.15843	
-3.80741	-7.29427	
-3.80711	-7.22601	
-3.8068	-7.08218	
-3.8065	-7.20081	
-3.80619	-7.31057	
-3.80589	-7.23085	
-3.80558	-7.15564	
-3.80527	-7.168	
-3.80497	-7.02282	
-3.80466	-7.04688	
-3.80436	-7.00317	
-3.80405	-6.86718	
-3.80375	-6.89455	
-3.80344	-7.16198	
-3.80314	-7.29097	
-3.80283	-7.01222	
-3.80252	-6.85146	
-3.80222	-6.55026	
-3.80191	-6.49304	
-3.80161	-6.751	
-3.8013	-6.93434	
-3.801	-7.19432	
-3.80069	-7.24397	
-3.80039	-6.92113	
-3.80008	-6.8169	
-3.79977	-6.85874	
-3.79947	-7.06051	
-3.79916	-7.24742	
-3.79886	-7.19018	
-3.79855	-6.86405	
-3.79825	-6.64266	
-3.79794	-6.51102	
-3.79763	-6.71372	
-3.79733	-6.93641	
-3.79702	-6.99567	
-3.79672	-7.04614	
-3.79641	-6.96844	
-3.79611	-7.05633	
-3.7958	-7.12486	
-3.7955	-7.07142	
-3.79519	-6.97352	
-3.79488	-6.81736	
-3.79458	-6.84622	
-3.79427	-6.9014	
-3.79397	-6.9417	
-3.79366	-7.09644	
-3.79336	-7.15435	
-3.79305	-7.16317	
-3.79275	-7.14419	
-3.79244	-7.13967	
-3.79213	-6.95146	
-3.79183	-7.00901	
-3.79152	-7.06434	
-3.79122	-7.085	
-3.79091	-7.0851	
-3.79061	-6.97913	
-3.7903	-6.87515	
-3.79	-6.85734	
-3.78969	-6.8174	
-3.78938	-6.94031	
-3.78908	-6.93577	
-3.78877	-6.7242	
-3.78847	-6.60918	
-3.78816	-6.82877	
-3.78786	-7.22082	
-3.78755	-7.32526	
-3.78725	-6.92763	
-3.78694	-6.55991	
-3.78663	-6.44076	
-3.78633	-6.56529	
-3.78602	-6.66274	
-3.78572	-6.80577	
-3.78541	-6.99482	
-3.78511	-7.00647	
-3.7848	-7.02941	
-3.7845	-7.20184	
-3.78419	-7.11192	
-3.78388	-6.86656	
-3.78358	-6.76139	
