Cobalto,,Cobre,
Long.de onda (nm),Abs,Long.de onda (nm),Abs
,,449.9933472,0.1293065697
,,448.9968872,0.13039805
,,448.0002747,0.1299546063
,,447.003479,0.1316854656
,,446.0064697,0.1298161596
,,445.0093384,0.1323899478
,,444.0119934,0.1319358945
,,443.0144348,0.1324893832
,,442.0167542,0.1320888549
,,441.0188293,0.133327812
,,439.9823608,0.1338489354
,,438.9840698,0.1342897862
,,437.9856567,0.1355418712
,,436.9870605,0.1344251186
,,435.9882813,0.1361008286
,,434.9892578,0.1369564384
,,433.9901428,0.1373725235
,,432.9908142,0.1383850873
,,431.991333,0.1394976974
,,430.9916382,0.1427083313
,,429.9917908,0.1414180994
,,428.9917908,0.142269209
,,427.9915466,0.1434614062
,,426.9911499,0.1457199305
,,425.9906311,0.1457164139
,,424.9898987,0.1467892677
,,423.9889832,0.1477704942
,,422.987915,0.1491383016
,,421.9866943,0.1507288069
,,420.98526,0.1536095887
,,419.9836426,0.1551416665
,,418.9818726,0.1562618464
,,418.0185242,0.1593504697
,,417.016449,0.1608808786
,,416.0141296,0.1616519988
,,415.0116882,0.164135024
,,414.0091248,0.1676846594
,,413.0063782,0.169686079
,,412.003418,0.1739392132
,,411.0003357,0.1760644913
,,409.9970398,0.179105565
,,408.9935303,0.182480529
,,407.9899597,0.1863553375
,,406.9862366,0.1898026466
,,405.9822693,0.1940212697
,,405.0167847,0.1986390501
,,404.0124817,0.2049944401
,,403.0080872,0.2094488144
,,402.003479,0.2152819186
,,400.9987183,0.2241233289
