-3.227182392002835968e+03 6.788860061349504349e+01 -7.987824410135608559e+03
-3.314794814757733093e+03 -1.657842800348193748e+02 -7.852885302353943189e+03
-3.260725874823558115e+03 -4.081069831384946838e+02 -7.928654580342224108e+03
-2.805089731717512223e+03 -2.082726574967099396e+02 -7.803539477877781792e+03
-1.666201929669128958e+03 3.874906499345185011e+02 -7.793853463094858853e+03
-2.224503530291072821e+03 3.453311772596375704e+02 -7.833255846152374943e+03
-2.205304181638454338e+03 -5.721719571320141995e+01 -7.856896803003644891e+03
-3.159058752259055836e+03 4.589595283205700866e+02 -7.852921924076840696e+03
-2.400207756067740775e+03 1.159058697142082508e+02 -7.798689063464054016e+03
-2.382008635783796763e+03 -1.572982735954990119e+02 -7.847154809343262968e+03
-2.606441811796142247e+03 2.086019815145546943e+02 -1.118258315650492477e+04
-1.893326045184429177e+03 1.151227316942171456e+03 -8.413446813758968347e+03
-2.852953623574714129e+03 1.323203607007530991e+03 -9.786060003456672348e+03
-1.981085609562340323e+03 9.973737805446444327e+02 -8.895298441860868479e+03
-2.047810636279258006e+03 6.266825000710771292e+02 -8.671988474900772417e+03
-2.346173618704362525e+03 -3.217182721978954874e+02 -9.202891097984933367e+03
-3.030894371113742636e+03 8.486097125740316187e+02 -1.097593457740021404e+04
-1.805922738427703280e+03 1.263080874089056806e+03 -8.883401815570890903e+03
-2.956832791681571507e+03 5.269004211379839262e+02 -1.109886358576340172e+04
-3.167870925443654869e+03 3.255636938200573240e+02 -9.338809592859979603e+03
-2.832753711531137469e+03 -2.969230220733286387e+02 -7.871325537540061305e+03
-2.159092825756378716e+03 -4.415243222476499341e+02 -9.272724255088223799e+03
