;3 min;15 min;30 min;47 min;57 min;70 min;76 min;88 min;Final;Blanco
Long.de onda (nm); Abs; Abs;Abs;Abs;Abs;Abs;Abs;Abs; Abs;Abs
614.9991455;1.383400083;1.113622785;0.661223352;0.5245034099;0.4926882386;0.4657594562;0.4481092095;0.4206828475;0.4092135131;1.54949832
614.0024414;1.39696157;1.110995889;0.6628891826;0.5242506862;0.4920318425;0.4687473476;0.4483783543;0.4211314917;0.4174973071;1.55358696
613.0054321;1.386802912;1.113567591;0.6617640257;0.5248726606;0.4940217137;0.4666655362;0.448946476;0.4227396846;0.4224737883;1.554720521
612.0080566;1.383925319;1.10737443;0.6635050178;0.5259706974;0.4947753251;0.4689418972;0.4501218796;0.4215757847;0.4311189353;1.547769189
611.010498;1.390972376;1.114557266;0.6639182568;0.5272464752;0.4957248867;0.4690835476;0.450139761;0.42379269;0.4389306605;1.545238137
610.0126953;1.391584396;1.113201618;0.6639884114;0.5265969038;0.4954627156;0.4693368375;0.4512699544;0.4241791368;0.4468542635;1.55550456
609.0145264;1.394733906;1.114912868;0.6639383435;0.5258845687;0.4955381751;0.4687820077;0.4506239891;0.4233359694;0.4523929954;1.550913811
608.0161743;1.393493056;1.110182166;0.663067162;0.5258470774;0.4954806566;0.4692861438;0.4507963359;0.4235585928;0.4587258101;1.550386429
607.0174561;1.389235854;1.116830349;0.6647921205;0.5278263092;0.4970109761;0.4712171555;0.4532320797;0.4254021645;0.4688538313;1.546119809
605.9815674;1.388723135;1.113960028;0.6648275852;0.5277850628;0.4969518185;0.4709051847;0.4525878727;0.4259296656;0.47544837;1.553113103
604.9823608;1.390288115;1.111951947;0.664434731;0.5275073647;0.4977363944;0.4707381129;0.4519232213;0.4252342582;0.4828035831;1.547793746
603.9829102;1.393192172;1.110375166;0.6636666059;0.5288768411;0.4967190027;0.4715698063;0.4533424079;0.4255795181;0.4907602072;1.557306647
602.9832153;1.386148334;1.113882542;0.6640611887;0.5287082791;0.4973705411;0.4712970555;0.4523614645;0.4256865382;0.4977839291;1.556965113
601.9832153;1.391057253;1.107444763;0.6635795832;0.5272597075;0.495354861;0.4698057473;0.45197317;0.4255628884;0.5041546822;1.545904517
600.9829102;1.398257256;1.113503337;0.6640036106;0.5276907682;0.4976499081;0.4712362587;0.4533826411;0.4252346456;0.5126242042;1.535530448
599.9824219;1.386239052;1.110724688;0.6627224088;0.5283473134;0.4984481335;0.4710601866;0.4516270161;0.4264246821;0.5198128819;1.542938471
598.9816284;1.390501857;1.111958265;0.665602088;0.5284513235;0.4983880222;0.4712340832;0.4536013901;0.4280847013;0.5299780369;1.540295601
598.0177002;1.391017556;1.108994246;0.6639730334;0.5276998878;0.4975566566;0.471773535;0.4534866214;0.4278007746;0.5352634192;1.547531605
597.0163574;1.389408469;1.109758973;0.6644906402;0.5278818011;0.497351855;0.4718771875;0.4524939358;0.4276615083;0.5442172289;1.544775486
596.0148315;1.384003282;1.112818956;0.6643577814;0.5278241634;0.4958878458;0.4725497961;0.4537954628;0.4283766747;0.5523779988;1.547853708
595.0130005;1.381370306;1.110165596;0.6622149348;0.5273166299;0.4954699874;0.4697330594;0.4516408145;0.4253185093;0.5600889921;1.544597626
594.0109253;1.384145021;1.108655453;0.6623479724;0.5263076425;0.4969451725;0.4708014727;0.4507069588;0.426033169;0.565903604;1.545495749
593.0085449;1.392039061;1.109470606;0.6618238688;0.5248845816;0.4946702719;0.4699053764;0.4510361254;0.4261157811;0.5744916201;1.533630133
592.0059814;1.384316802;1.103154778;0.6604039073;0.5254466534;0.4956305325;0.470464319;0.4519357383;0.4254242182;0.5822777152;1.543882966
591.0031128;1.384895444;1.107149243;0.6605693698;0.5255693793;0.4954979122;0.4698981941;0.4505872428;0.4266816974;0.5903483629;1.548206806
589.999939;1.385757804;1.106665492;0.6609023809;0.5246625543;0.4949714839;0.4689414799;0.4513157904;0.4265657365;0.5984960198;1.542950511
588.996582;1.379730463;1.106155634;0.659760654;0.5246147513;0.4941396713;0.4697074294;0.4509375691;0.4246878624;0.604939878;1.545290589
587.9929199;1.384325862;1.107518554;0.6593665481;0.525264442;0.4947818518;0.4687753618;0.4502827823;0.4261480868;0.6130024791;1.539662123
586.9890137;1.376110792;1.103913665;0.6585312486;0.5240240097;0.4954461753;0.4699344337;0.451153934;0.425919652;0.6206116676;1.549698353
585.9848022;1.377958298;1.106033921;0.6590158343;0.5234473348;0.4928980172;0.4684068561;0.4498408139;0.4249070287;0.628264308;1.537357569
585.0176392;1.377239585;1.102196455;0.6591501236;0.5238823891;0.4938573539;0.4681991935;0.4499903321;0.4250119328;0.6365883946;1.545888662
584.0129395;1.379820585;1.100973606;0.6580209136;0.5226661563;0.4932952225;0.4683088362;0.4478234351;0.4251596034;0.6433440447;1.536194921
583.0080566;1.38497138;1.102261662;0.6584866643;0.5224301219;0.4927634299;0.4689415097;0.4495213628;0.4254674911;0.6502472162;1.536711335
582.0028076;1.378462672;1.096825361;0.6573444605;0.521481514;0.4915907085;0.4676953256;0.4485792518;0.4238101542;0.6585229039;1.533500671
580.9974365;1.372475147;1.098997116;0.6576969028;0.5237283707;0.4927115142;0.4683356285;0.4498386085;0.4249560535;0.667725265;1.535607815
579.9917603;1.373786092;1.099351287;0.6546442509;0.5209790468;0.4898735285;0.4663614035;0.4471190572;0.4225419462;0.6742485166;1.539685726
578.9857788;1.379253507;1.102203846;0.6570885181;0.5222520828;0.4908925593;0.4684666395;0.449575156;0.4243372679;0.6820571423;1.545863748
578.0168457;1.367362857;1.095626712;0.6555232406;0.5206512809;0.490170449;0.4674734175;0.4476961493;0.4238128662;0.6892685294;1.539970756
577.010437;1.374446511;1.09735167;0.6549068689;0.5197108984;0.490051806;0.4653080106;0.4476324916;0.4245034754;0.6974920034;1.539301872
576.0037231;1.370575547;1.103207588;0.6551731229;0.5197417736;0.4897495806;0.4658830166;0.4472748637;0.4225299954;0.7038573623;1.537243843
574.9967651;1.371957421;1.095106363;0.6527954936;0.5186299682;0.4890541732;0.4652711451;0.4454791844;0.4217106998;0.7092798948;1.53089726
573.989563;1.369457245;1.095429182;0.6515772343;0.5181732178;0.4883105755;0.4652021825;0.4456741512;0.4223594666;0.7160937786;1.53521049
572.9821167;1.365599632;1.094799042;0.6505475044;0.516382575;0.4867867231;0.4641138613;0.4450058937;0.4211172163;0.7238054276;1.531880379
572.0117188;1.368940353;1.094500899;0.650534749;0.5164584517;0.4872714877;0.4622740746;0.4441244006;0.4202932119;0.7303732634;1.531410933
571.0037842;1.367203116;1.090560079;0.6501778364;0.5157704949;0.4856958389;0.4625075161;0.4436865151;0.4199861586;0.7377284169;1.537418604
569.9955444;1.368811369;1.090467453;0.6489285231;0.5147597194;0.4839109778;0.4620124698;0.4420880377;0.4180655479;0.7430677414;1.527313828
568.9871826;1.366559744;1.090492845;0.6495159864;0.5140047669;0.4844391644;0.4613572359;0.4417131543;0.4182777703;0.7488338351;1.532199979
568.0157471;1.358664632;1.087170601;0.6472404003;0.5132888556;0.4831085801;0.4610420167;0.4415901005;0.4178041518;0.753684938;1.531901717
567.006897;1.357941151;1.088577747;0.6460131407;0.5116794705;0.4821760058;0.4594569504;0.4405955374;0.417727828;0.7606508136;1.527506471
565.9976807;1.35420084;1.085846901;0.6450052857;0.5104533434;0.4819640219;0.459204644;0.4391108155;0.416380465;0.7657270432;1.534976125
564.9882202;1.364273548;1.081543446;0.645537734;0.5101540089;0.4813444316;0.4586215317;0.4380255342;0.4155553281;0.7708210945;1.529774666
564.0158691;1.357678413;1.084391594;0.6432051659;0.5096712708;0.4801420569;0.4571215808;0.4379756153;0.4140461087;0.777205348;1.523049355
563.0059814;1.355769992;1.085694909;0.6440141797;0.5094616413;0.478305161;0.4579246938;0.4367003441;0.4144464433;0.7831383348;1.534237027
561.9958496;1.363763452;1.084328771;0.6413993835;0.5079730153;0.4778774083;0.4570738971;0.4357212782;0.4141818881;0.7848715186;1.531686544
560.9854736;1.354221582;1.08117187;0.6403950453;0.5070982575;0.4776314497;0.4562050104;0.4344123006;0.4127252698;0.7895593643;1.532348514
560.012146;1.353774428;1.080406904;0.6399811506;0.5057043433;0.4780693054;0.4548512995;0.4344406724;0.4118219614;0.7947532535;1.527459502
559.0012817;1.352550626;1.078722954;0.6397637725;0.505444169;0.4754840434;0.4539092183;0.4337890148;0.4112243652;0.7990845442;1.530846953
557.9901123;1.353313446;1.076928854;0.6380324364;0.5038858056;0.4749809802;0.452784121;0.4324430227;0.409689337;0.8024435639;1.52807188
557.0161743;1.350286841;1.076246977;0.636339426;0.502876699;0.4749910831;0.4528301656;0.4320966005;0.4090011716;0.8061023355;1.524582148
556.0045776;1.348317623;1.076233625;0.6360300779;0.501681447;0.4731068909;0.4512145519;0.430529952;0.4085098207;0.8098508716;1.525897264
554.9926758;1.345021844;1.073839903;0.6354661584;0.5017035604;0.4719370008;0.4504036903;0.4296828508;0.4082080126;0.8138997555;1.524110913
554.0180664;1.351543784;1.076248527;0.6350136399;0.5003730655;0.4713061154;0.4497158825;0.4297694564;0.4071016908;0.8168533444;1.518399358
553.0057373;1.34627521;1.070283055;0.6343910694;0.49914065;0.4709817469;0.4484594762;0.4283122718;0.4056992531;0.8183380365;1.525737166
551.993103;1.348490953;1.074270606;0.6320853233;0.4987517297;0.4702244997;0.4477312565;0.4274767637;0.4057728648;0.8219277263;1.521418452
551.0177612;1.348588347;1.070590734;0.6322129369;0.4978976548;0.4687157273;0.4472301006;0.4268692434;0.4043736458;0.8236997724;1.515620828
550.0047607;1.341861248;1.070647717;0.6316463351;0.4977457821;0.4682647288;0.4471338987;0.4259808362;0.4037993252;0.8249542713;1.517529845
548.991394;1.34158206;1.068536401;0.6306115389;0.4965232313;0.4670256078;0.4460528791;0.424851954;0.40326038;0.8281713128;1.520291448
548.0153809;1.341912866;1.066154361;0.6297281384;0.4961489141;0.4669596255;0.4457626939;0.4248661697;0.4030092657;0.8299875855;1.51907444
547.0015869;1.339437246;1.06731391;0.6296693683;0.4950901866;0.4669474661;0.4453260005;0.4241387248;0.401663661;0.8314269781;1.521319985
545.9876099;1.336363077;1.06621182;0.6292259097;0.4945770204;0.4655554593;0.4446945786;0.4232448637;0.4011912346;0.8324726224;1.522946596
545.0108643;1.33509326;1.065181732;0.6283844113;0.4940902293;0.4650107622;0.4440484643;0.4231449664;0.4008276761;0.8332394958;1.521250248
543.9963989;1.335220337;1.064399004;0.6280405521;0.4931522906;0.4650722146;0.443173945;0.4218537211;0.4002836645;0.8339297175;1.516682267
542.9816284;1.335001588;1.065009832;0.626609087;0.4932398498;0.4639159143;0.4427193403;0.4213806689;0.4001098573;0.8336670995;1.519280195
542.0042114;1.336593151;1.062500119;0.6266652942;0.4920990765;0.4632030725;0.4424094558;0.4202840924;0.3982729018;0.8334059715;1.518962502
540.9890137;1.331835032;1.063143849;0.6259246469;0.4915332198;0.4625809491;0.4417352378;0.4204068184;0.3978175819;0.8332628608;1.515993237
540.0112305;1.336046576;1.061931729;0.6261205673;0.4914884865;0.4632708728;0.4419604242;0.4200135469;0.3984311819;0.8336533904;1.518357873
538.9955444;1.334625125;1.061455727;0.6256421208;0.4911892116;0.4630339444;0.4418391883;0.4205020368;0.39790079;0.8336937428;1.519390464
538.0172119;1.334147692;1.061740279;0.6256605387;0.4912287593;0.4620619118;0.4415077269;0.4193330705;0.39844504;0.831284821;1.519105911
537.0011597;1.332335114;1.06003511;0.6246588826;0.4906031191;0.4625399709;0.4410431981;0.4190552533;0.3970577419;0.8303599954;1.518356323
535.9847412;1.333108902;1.060493827;0.6253503561;0.4902729988;0.4622212052;0.4409162104;0.4189334214;0.3974806666;0.8295503259;1.516005754
535.0058594;1.334731102;1.061532974;0.6254353523;0.4910051525;0.4615630209;0.4408233762;0.4192782044;0.3978530765;0.8266598582;1.514998198
533.9889526;1.332631826;1.059637785;0.6248831153;0.4901406169;0.4615473747;0.4401165843;0.4185055196;0.3970486224;0.8235706687;1.518551707
533.0095825;1.330269337;1.061065078;0.6243325472;0.4904031456;0.4617923498;0.440312624;0.4185533226;0.3961889446;0.8219046593;1.519296288
531.9922485;1.33242166;1.060929775;0.6247615814;0.4903678;0.4607155025;0.4408106804;0.4188223779;0.3973531723;0.8178982139;1.517414451
531.0124512;1.333267093;1.059813023;0.6245341301;0.4901593029;0.4612367451;0.4409410059;0.4191754162;0.3968491852;0.8158591986;1.515695333
529.9946899;1.33178401;1.058142781;0.62543118;0.4903202057;0.4606185555;0.4411379099;0.4189967513;0.3975821137;0.8122597933;1.514481544
529.0144043;1.331576467;1.059875131;0.6248324513;0.4903674424;0.4612002671;0.439936161;0.418130517;0.3958170414;0.8084336519;1.518238425
527.9962158;1.33555162;1.059709787;0.6250664592;0.4902713597;0.4621652663;0.4405025244;0.4181739092;0.3956428766;0.8047507405;1.518709779
527.0155029;1.330782294;1.06108129;0.625248313;0.491003722;0.4614212513;0.4408918321;0.418580085;0.3972789943;0.8004703522;1.516786814
525.9967651;1.330753565;1.05870235;0.6252179742;0.4905637503;0.4617000818;0.4400598109;0.418559283;0.395972997;0.7964558005;1.515566587
525.015686;1.330960035;1.059447765;0.6249664426;0.4906436801;0.4618218541;0.4403763413;0.4181031585;0.3952309489;0.7900617123;1.513973951
523.996521;1.331522346;1.057651639;0.6252238154;0.4904818535;0.4621948004;0.4408336878;0.4183162153;0.3959712684;0.7857216597;1.522830248
523.0149536;1.330649853;1.060816288;0.6255282164;0.4902023673;0.4614086151;0.4404282272;0.4180288613;0.3952458501;0.779163003;1.518852711
521.9953613;1.331373096;1.05756104;0.6246989965;0.4900838435;0.4612383246;0.4403456748;0.4177606702;0.3955850303;0.7721322775;1.514118552
521.0133667;1.332786202;1.057827711;0.6256831884;0.4908815026;0.4611698687;0.4407991171;0.4176539183;0.3957456648;0.7660744786;1.517603517
519.9932861;1.32940352;1.058347464;0.6259414554;0.4906985462;0.4610432386;0.4410304129;0.4183338881;0.3951255381;0.7592223883;1.518752933
519.0108643;1.330349565;1.05696106;0.6248828769;0.4898720086;0.460858047;0.4405664802;0.4178200364;0.3952778578;0.7528294325;1.517556667
517.9904175;1.335097551;1.059105396;0.625230372;0.4908275604;0.4620126486;0.4410329163;0.4176536798;0.3955008388;0.7451182008;1.519395351
517.0075073;1.330174327;1.056878567;0.6249861121;0.4903227091;0.4619980454;0.4409931302;0.4178292453;0.395332098;0.7378997803;1.521078825
515.9866333;1.33121419;1.057731271;0.6255268455;0.490116179;0.4613399506;0.4404553771;0.4179451466;0.3950075507;0.7297615409;1.520218015
515.0032959;1.332077146;1.057973981;0.6256250739;0.4909209013;0.4616978168;0.4410668314;0.4180209339;0.3954108059;0.7221823335;1.51073575
513.9819336;1.331150651;1.057929754;0.6258476973;0.4910850227;0.4622270763;0.4407854974;0.4182417393;0.395163238;0.7122560143;1.513852715
512.99823;1.335115314;1.05846107;0.6255526543;0.4911396503;0.4613198042;0.4411403835;0.4179680347;0.3947649002;0.7043988705;1.513214946
512.0142212;1.327779889;1.057810664;0.6258071065;0.4905879498;0.4620928168;0.4404040277;0.4177417457;0.3951303661;0.6968277097;1.515033603
510.9921875;1.328480005;1.057699561;0.6270560622;0.4911723733;0.4616722763;0.440890044;0.4176282585;0.3949183822;0.6868075132;1.506027222
510.007843;1.332388878;1.059305787;0.6266863942;0.4910590053;0.4617892206;0.4408510923;0.4170683026;0.3945900202;0.6774721742;1.514792442
508.9853821;1.331095338;1.056836247;0.6258077621;0.4909572005;0.4615267217;0.4401401579;0.4165278673;0.3949991465;0.6674405932;1.522427082
508.0005798;1.331437349;1.056185007;0.6270244122;0.4911853671;0.4616543651;0.4407003522;0.4173547328;0.3949169219;0.6584571004;1.512714863
507.0155334;1.331475139;1.05886662;0.6259768009;0.4909195006;0.4624537826;0.4403342605;0.4177324772;0.3942709267;0.6483252645;1.502761006
505.9924622;1.329212904;1.060726643;0.6254253387;0.4909283519;0.4605002105;0.4406395555;0.4169727862;0.3953030407;0.6383411288;1.514282584
505.007019;1.334853053;1.057371616;0.6265954971;0.4910723865;0.4615393579;0.4400982559;0.4173314273;0.3942834735;0.627091229;1.512720466
503.983429;1.331104279;1.057240367;0.6268780231;0.49012959;0.4610887766;0.4405210614;0.4171641469;0.3941279054;0.6180132627;1.505269289
502.9976196;1.332209826;1.05695653;0.6273664832;0.490795821;0.4613718092;0.441408217;0.417127341;0.3940411508;0.6062284112;1.517332077
502.0116272;1.33074224;1.058120608;0.6259013414;0.4910080731;0.4618337154;0.4396840334;0.4163841009;0.393409878;0.5969324708;1.516327024
500.9873657;1.332320452;1.05758667;0.626301825;0.490760982;0.4615730047;0.4397861362;0.4163080752;0.393445015;0.586042285;1.511294842
500.0009155;1.326692581;1.057663441;0.6265830398;0.4909221828;0.4610346556;0.4402993023;0.4173656106;0.3934074044;0.5759640336;1.507848263
499.0141907;1.330650449;1.056890488;0.6259622574;0.4911846519;0.4611758888;0.4398104846;0.4168650508;0.393501699;0.5658196211;1.50808382
497.9894104;1.328938127;1.05637455;0.6253908873;0.4903568327;0.4612781703;0.4397503436;0.4157988727;0.3934111893;0.5550547242;1.510580182
497.0023499;1.32904017;1.05769217;0.6267334819;0.4908391833;0.4610896707;0.4397069216;0.416230768;0.3930782676;0.5443181396;1.511556268
496.0150146;1.328117251;1.057801485;0.6267288923;0.4912706017;0.4615163207;0.4400663376;0.4158639014;0.392721653;0.5342617035;1.509486675
494.989563;1.328352213;1.057174087;0.6269291639;0.4915268719;0.4614885449;0.4397488534;0.4154848456;0.39299196;0.5234725475;1.513890982
494.0018005;1.328599095;1.057831764;0.6281045079;0.4926834404;0.4618330598;0.4406712055;0.4170761704;0.3939948082;0.5118204951;1.50941968
493.013916;1.331562161;1.055027485;0.6284325123;0.4917808473;0.4617398679;0.4398560524;0.4173092544;0.3942283988;0.5014415383;1.509516478
491.9878235;1.331816316;1.057185531;0.6277208328;0.4916087091;0.4617867172;0.4398178458;0.4166320562;0.3925080895;0.4914784431;1.508504987
490.9994812;1.331154227;1.058120728;0.6284741163;0.4921279252;0.4622474909;0.4410054684;0.4170583487;0.3931247294;0.4803490639;1.507116079
490.0109558;1.333477855;1.056394577;0.628888011;0.4924658835;0.4621506631;0.4412029386;0.4171994925;0.3937735558;0.4693490267;1.505133033
488.9842224;1.33166945;1.057586432;0.6288028955;0.4924871624;0.462513715;0.4409889579;0.4169710279;0.3934538066;0.4582084119;1.507570624
487.9953308;1.332711697;1.057761312;0.6284267306;0.4924330711;0.4625757039;0.4410844743;0.4167609215;0.3934834898;0.4503472149;1.505733967
487.0062256;1.330618143;1.058475852;0.6291674376;0.4935466945;0.4635808766;0.4412035644;0.4174744487;0.3933233619;0.4410164356;1.501201868
486.0169373;1.334656358;1.059801221;0.6302115321;0.493732512;0.4636503756;0.4418125153;0.4176284075;0.3941609859;0.4298446178;1.501947641
484.9893188;1.332981467;1.058797121;0.6307178736;0.4941635728;0.463478744;0.4418359399;0.4183503091;0.3953925073;0.419285059;1.500402808
483.9996033;1.333226323;1.059031129;0.6305782199;0.4948893487;0.4646908045;0.4410871863;0.417910248;0.3933332264;0.4118896425;1.504456401
483.0097046;1.335420251;1.061209559;0.6320051551;0.4957495332;0.4658769667;0.4435361326;0.4188317358;0.3948282301;0.4031866789;1.502606511
481.9814453;1.338034034;1.060550094;0.6321614385;0.4966015816;0.4662388861;0.4447908998;0.4205274582;0.3963320255;0.3945156634;1.499045014
480.9911804;1.33486557;1.059712768;0.6326668262;0.4969159067;0.4666273594;0.4444276094;0.4194769263;0.3957948983;0.3853075206;1.501395941
480.0006104;1.340106487;1.061463833;0.6361658573;0.498552829;0.4686213732;0.4457100332;0.4218800366;0.3982159495;0.3775713444;1.500927091
479.0099182;1.335514188;1.064028978;0.6366366148;0.4999808073;0.4689157009;0.447235465;0.4237441719;0.3988044858;0.3693160415;1.499402523
478.0190125;1.337769508;1.067041278;0.6365994215;0.5007343292;0.4693514109;0.4477106333;0.424169153;0.3992752731;0.3615224361;1.500154376
476.9897766;1.338884115;1.064771771;0.6377570033;0.5018949509;0.4712259769;0.4487939477;0.4248539507;0.4002748728;0.3556581438;1.499226689
475.9984741;1.340925694;1.067886472;0.6384011507;0.5032388568;0.4726909399;0.4502142668;0.4264913797;0.4017475247;0.3497514129;1.498173594
475.007019;1.340427399;1.068643093;0.6397733688;0.5044677258;0.4743576646;0.4513958991;0.4275615513;0.4035837352;0.3438869417;1.497012496
474.0152893;1.342610598;1.070892811;0.6426492333;0.5057080984;0.4750471413;0.453494817;0.4293771386;0.4051798284;0.3379456401;1.492609382
472.98526;1.343550086;1.070563078;0.6438977122;0.5071044564;0.477219075;0.4539258778;0.4300557673;0.4064175785;0.3320752084;1.494885802
471.9931946;1.347630501;1.070796609;0.645473063;0.509327054;0.478741169;0.4564219713;0.431412518;0.4073339701;0.3257108033;1.494311333
471.0009155;1.348670602;1.072627664;0.6461674571;0.5106596947;0.4794538617;0.4577955604;0.4329801798;0.4089457095;0.3207394779;1.494957805
470.0084534;1.34550786;1.074645162;0.6488423944;0.511951983;0.4818276465;0.4586771131;0.434640348;0.4099877477;0.3150133789;1.496504664
469.0158386;1.349748254;1.077253819;0.6512370706;0.5145002604;0.483183831;0.4607286155;0.4371967316;0.4122017622;0.3103934824;1.496954679
467.9847412;1.352928638;1.078110576;0.6519705057;0.5159988999;0.4846695662;0.4628055692;0.438075006;0.413454026;0.3054592013;1.497793436
466.9916687;1.355387688;1.081590772;0.6533514261;0.5179165602;0.4870833158;0.4641641676;0.4396565855;0.4154122472;0.3016873896;1.492824197
465.9984436;1.354539871;1.083126307;0.6547185183;0.5191926956;0.4877797067;0.4655492306;0.4408159554;0.4168602228;0.2973008752;1.493122816
465.0049744;1.355604053;1.081962705;0.6561707258;0.5204946995;0.4898295701;0.4670405686;0.4435335398;0.4178553224;0.2935350835;1.494993806
464.0113831;1.358649015;1.083568931;0.6581689119;0.5224857926;0.4915231466;0.4688820839;0.4449646771;0.4198617041;0.2899263799;1.491970301
463.0175781;1.358754754;1.084489346;0.6597442627;0.5240895748;0.4932261109;0.4701044858;0.4462039471;0.4212684333;0.2872375548;1.496949911
461.9853821;1.359549642;1.086031437;0.6620326638;0.5254517794;0.4945812225;0.470921278;0.4472651184;0.4230625927;0.284532696;1.49335587
460.9911804;1.360119581;1.088000774;0.6632856727;0.5267778635;0.4961956739;0.4731640816;0.4496088624;0.4247334898;0.2825651467;1.494744658
459.9967957;1.361986399;1.089807391;0.6636632085;0.527905941;0.4971639514;0.4742282331;0.4501376152;0.4248073399;0.2812049091;1.495382309
459.0022278;1.365004182;1.090374112;0.6649808288;0.5299156904;0.4990941584;0.4755998254;0.4519361258;0.4271218181;0.2801516056;1.496898413
458.0074463;1.362948537;1.090507984;0.6671441793;0.5311192274;0.5007179976;0.4770286381;0.4536193311;0.4292970598;0.2771119475;1.498033404
457.0125427;1.364279151;1.093327522;0.6685798764;0.5322989225;0.5025632381;0.4786805212;0.4548805654;0.4303642809;0.2737762928;1.488030314
456.0174255;1.370073318;1.093294501;0.6694794893;0.5341684818;0.5036129355;0.4797654748;0.4556654692;0.4317787886;0.2712896466;1.487816095
454.9838257;1.365481019;1.094926953;0.6708592772;0.5358282924;0.5049986839;0.4814548492;0.4576466382;0.4338099957;0.2694741189;1.49328351
453.9883423;1.370413184;1.097627401;0.6721248031;0.5365200043;0.5067908764;0.4833022952;0.4593415856;0.4351377487;0.2678766251;1.488558412
452.9925842;1.369600415;1.097058892;0.6736242175;0.5376526117;0.507597506;0.4846890271;0.460467279;0.4362007678;0.266400069;1.492892981
451.9967651;1.370089412;1.102382183;0.6753313541;0.5393439531;0.5088796616;0.4860389233;0.4620049596;0.4372068644;0.265596807;1.488842845
451.0007019;1.372602224;1.099494219;0.6762784123;0.5414927006;0.5113031268;0.487717092;0.4636738598;0.4390777946;0.2654712796;1.488689065
450.0044556;1.372436762;1.100163817;0.677374959;0.5425282717;0.5121115446;0.4891523421;0.4647030234;0.4408202469;0.2655637264;1.491796613
449.0079956;1.373706102;1.101249099;0.6790238023;0.5435658693;0.5132904649;0.4905291498;0.4663950503;0.4416302741;0.2655393183;1.492292762
448.0114441;1.373127222;1.101800799;0.680441916;0.5454671383;0.515121758;0.4913466275;0.4675804079;0.4429610968;0.2654414773;1.487610698
447.0146484;1.371753693;1.102419734;0.682055831;0.5459385514;0.5165419579;0.4925914705;0.4690501988;0.4441181123;0.2661177814;1.487406969
446.0176392;1.375815272;1.104591131;0.6836401224;0.5474914908;0.5176765919;0.4940584004;0.4701889455;0.4457981586;0.2670264244;1.491897345
444.9820862;1.373868704;1.105161428;0.6837756634;0.5488022566;0.5189359784;0.495302707;0.4717141688;0.4470823705;0.2679907382;1.486618996
443.9847717;1.379167199;1.104775071;0.6845892668;0.5504018068;0.5204805732;0.4971532226;0.4733281136;0.4484560192;0.2698194981;1.487903714
442.9872742;1.377158165;1.106747985;0.6863505244;0.5514723659;0.5215204954;0.4980734885;0.4741100073;0.4492532015;0.2712553144;1.485816956
441.989502;1.379309773;1.10747838;0.6871032119;0.552046597;0.5233957767;0.4995750487;0.4751144946;0.4512623549;0.2733546495;1.481984019
440.9916382;1.37848711;1.106920838;0.6876724958;0.5536310673;0.5231756568;0.5003794432;0.4767964184;0.4518203735;0.275826782;1.484078884
439.9936218;1.377439737;1.108248115;0.688328445;0.5541665554;0.525521338;0.5017995834;0.4779768288;0.4534550607;0.2783215642;1.480867743
438.9953613;1.379432797;1.109843612;0.6901328564;0.5557006001;0.5255522728;0.5026182532;0.4790933728;0.4552900493;0.2812582254;1.484291077
437.9969177;1.381222725;1.109317183;0.6902762055;0.5564273;0.5261534452;0.5029212832;0.4801412821;0.4561569095;0.2842049003;1.482394695
436.9983215;1.381766319;1.111249685;0.6916413307;0.5569575429;0.528296113;0.5044596791;0.4808772802;0.4571454227;0.2873488665;1.482287049
435.9995422;1.381801486;1.11143589;0.6912358403;0.5581293106;0.5288386941;0.5057455301;0.4823347032;0.4578611553;0.2915960848;1.480378389
435.0005493;1.380264878;1.111231923;0.6926086545;0.559030354;0.5292375684;0.5064530373;0.4834286571;0.4590606391;0.2956081927;1.477956414
434.0014343;1.379009724;1.112050891;0.6931968331;0.5597629547;0.5299640894;0.5070245862;0.4833639264;0.4598501325;0.299580276;1.479077816
433.0021667;1.380102634;1.111005068;0.6933121085;0.5597836971;0.5313128233;0.5075521469;0.4837299883;0.4608031511;0.304446876;1.478564978
432.0026855;1.38199687;1.116312265;0.6942710876;0.5604502559;0.5320221186;0.5081598163;0.4847634733;0.4611602426;0.3093543053;1.481641889
431.0029907;1.380487084;1.112262845;0.6945345998;0.5610173941;0.5321631432;0.5094035864;0.486086458;0.4626679122;0.3154512942;1.476834536
430.0031433;1.380243778;1.113767028;0.6946023107;0.5614264011;0.5324170589;0.5096738338;0.4861448705;0.4635180831;0.3206344545;1.475640059
429.0031433;1.381590128;1.108873248;0.6951545477;0.5617568493;0.5332061648;0.5102306604;0.4872740209;0.4636519253;0.3272570372;1.475136518
428.0029297;1.381524444;1.110068321;0.6948168278;0.5616529584;0.5338261724;0.5109491944;0.4871231616;0.4647807479;0.3330964446;1.47298944
427.0025635;1.37708056;1.111050367;0.6949108243;0.5621752143;0.5335735083;0.5109292865;0.4872529507;0.4646762013;0.3401984572;1.474531293
426.0020142;1.379814386;1.110770106;0.6954061389;0.5623781681;0.5340564251;0.5112409592;0.4895113707;0.4637007117;0.3467729688;1.472083211
425.0013428;1.378411531;1.110248089;0.6948068142;0.5625219941;0.5342832804;0.5115606189;0.4882042706;0.4652451575;0.3542037606;1.467146754
424.0004272;1.374832153;1.110674858;0.6944733262;0.5621612072;0.5348063707;0.5116315484;0.4882694483;0.4654211998;0.3612243235;1.471878171
