muestra1;;
Long.de onda (nm);Abs;
799.9957275;1.573284388;
798.9888916;1.527763247;
798.0165405;1.559204102;
797.0088501;1.558387399;
796.0009155;1.591626287;
794.9924927;1.609881759;
793.9837036;1.594508052;
793.0093384;1.550298095;
791.9996948;1.577585459;
790.9898071;1.562987685;
790.0142212;1.54913795;
789.003479;1.565860748;
787.9923096;1.550789118;
787.015625;1.601485491;
786.0036621;1.573351145;
784.991333;1.543468356;
784.0135498;1.581277609;
783.0003662;1.556381464;
781.9868164;1.552750945;
781.0078735;1.568695188;
779.9936523;1.568413854;
779.013855;1.548173785;
777.9987793;1.590478182;
776.9833374;1.589571476;
776.0025024;1.581910014;
774.9862061;1.571748137;
774.0046997;1.582346678;
772.9876709;1.542205811;
772.0053101;1.590841174;
770.9875488;1.590975761;
770.0044556;1.58357656;
768.9859009;1.569921613;
768.0020752;1.596713185;
766.9827881;1.566542745;
765.9981689;1.578460574;
765.0133667;1.584080338;
763.9928589;1.562903166;
763.0072632;1.571580768;
761.9859619;1.568721294;
760.9996338;1.559761524;
760.0128784;1.596888423;
758.9904785;1.547492981;
758.0031128;1.537980795;
757.0151978;1.570492148;
755.9917603;1.571376204;
755.0031738;1.554870248;
754.0142822;1.541833878;
752.9897461;1.552389503;
752.000061;1.562949538;
751.0100098;1.567588449;
749.984375;1.572104692;
748.9935913;1.571426988;
748.0026245;1.567207456;
747.0111694;1.543384194;
745.9839478;1.577802539;
744.9918823;1.58591485;
743.9993286;1.562135935;
743.0064697;1.554019213;
742.0133057;1.580118418;
740.9842529;1.574162126;
739.9903564;1.568622708;
738.9960938;1.565150619;
738.0015869;1.5614959;
737.0065308;1.562199712;
736.0112305;1.552067637;
735.015625;1.556931019;
733.9840088;1.558902621;
732.9876709;1.568738937;
731.9909668;1.566558361;
730.9938965;1.560352206;
729.996582;1.542355776;
728.9987793;1.569416881;
728.0007324;1.554890752;
727.0023193;1.569987774;
726.00354;1.559308052;
725.0043945;1.555055261;
724.0050049;1.547823906;
723.005188;1.563126683;
722.0050049;1.553741217;
721.0045166;1.546942353;
720.0037231;1.553387761;
719.0025635;1.552002668;
718.0010986;1.555080175;
716.9992676;1.555588484;
715.9970093;1.548303962;
714.9945679;1.565680981;
713.9916382;1.548031569;
712.9884644;1.563175797;
711.9849854;1.556899309;
711.0169678;1.544754624;
710.0127563;1.558912277;
709.0081787;1.557616234;
708.0033569;1.556105494;
706.9981689;1.560135722;
705.9926758;1.558142185;
704.9867554;1.555613041;
704.0165405;1.557416916;
703.0100708;1.561062694;
702.0031738;1.555848002;
700.9959717;1.568216443;
699.9884644;1.568067551;
699.0166016;1.57435751;
698.0084839;1.570888162;
696.999939;1.577397585;
695.9912109;1.578097224;
695.0180664;1.576321244;
694.008606;1.559558153;
692.9988403;1.535080552;
691.9886475;1.566365838;
691.0143433;1.562742472;
690.00354;1.591553092;
688.9924927;1.565213799;
688.0171509;1.555687904;
687.0054321;1.566851616;
685.9934082;1.580680609;
685.0172119;1.554345012;
684.0044556;1.549913406;
682.9915161;1.58030808;
682.0144043;1.589878321;
681.0006714;1.577612877;
679.9866943;1.566635013;
679.008667;1.553805947;
677.9941406;1.56701684;
677.0154419;1.562401056;
676.0001831;1.578619123;
674.9846191;1.583883524;
674.0050659;1.583591342;
672.9888916;1.564198494;
672.008728;1.587206364;
670.9919434;1.582397223;
670.0111084;1.567086577;
668.9937134;1.585390568;
668.0123901;1.564033151;
666.9943237;1.559080601;
666.0123291;1.557247281;
664.9936523;1.563306093;
664.0111084;1.563854694;
662.9918213;1.565756321;
662.008606;1.573509336;
660.9887695;1.556999207;
660.0050049;1.587867022;
658.9844971;1.563446879;
658.0001221;1.564968467;
657.0155029;1.567371368;
655.9940186;1.553644657;
655.0088501;1.570532203;
653.9868164;1.568880916;
653.0009766;1.577321887;
652.0148926;1.563562989;
650.9920044;1.581258416;
650.0053101;1.561664343;
648.9817505;1.574865103;
647.9945068;1.57635498;
647.006958;1.556863308;
645.9825439;1.585900784;
644.9943848;1.569298029;
644.0059814;1.577831149;
643.0172729;1.562652946;
641.9916992;1.566541076;
641.0023804;1.54724133;
640.0128784;1.57152319;
638.9863281;1.549517274;
637.9962158;1.564183116;
637.0057983;1.556414843;
636.0151367;1.560409665;
634.9874878;1.562014103;
633.9962158;1.559272885;
633.0046997;1.561981082;
632.0128784;1.557012439;
630.9840088;1.558216333;
629.9916382;1.563837051;
628.9990234;1.563943863;
628.0060425;1.56345129;
627.0128784;1.561765313;
625.982605;1.553542852;
624.9887695;1.54989481;
623.994812;1.566422701;
623.0004883;1.538695335;
622.0059204;1.555109382;
621.0109863;1.554942012;
620.0159302;1.561565638;
618.9835815;1.566238642;
617.987854;1.544110298;
616.9919434;1.555977106;
615.9957275;1.562208891;
614.9991455;1.54949832;
614.0024414;1.55358696;
613.0054321;1.554720521;
612.0080566;1.547769189;
611.010498;1.545238137;
610.0126953;1.55550456;
609.0145264;1.550913811;
608.0161743;1.550386429;
607.0174561;1.546119809;
605.9815674;1.553113103;
604.9823608;1.547793746;
603.9829102;1.557306647;
602.9832153;1.556965113;
601.9832153;1.545904517;
600.9829102;1.535530448;
599.9824219;1.542938471;
598.9816284;1.540295601;
598.0177002;1.547531605;
597.0163574;1.544775486;
596.0148315;1.547853708;
595.0130005;1.544597626;
594.0109253;1.545495749;
593.0085449;1.533630133;
592.0059814;1.543882966;
591.0031128;1.548206806;
589.999939;1.542950511;
588.996582;1.545290589;
587.9929199;1.539662123;
586.9890137;1.549698353;
585.9848022;1.537357569;
