-2.370234693766965211e+04 -6.543421786632277872e+03 -3.545082609217588470e+03
1.931689050151520405e+03 -4.081231276999450301e+02 -5.644032352268582144e+03
-2.411601569307181308e+03 2.806006099973586061e+03 -5.733444118733012147e+03
-1.568625847465487823e+04 -8.158344129131808131e+02 -5.428424662757006445e+03
-3.927115078073336917e+03 2.651207880998861128e+03 -7.072782464683125909e+03
4.292836169850942497e+03 2.948805047546632522e+03 -4.497643084278023707e+03
-2.104842119522584471e+04 -3.443772906242367753e+03 -5.837904040992019873e+03
-1.898499531766141808e+04 -4.246050483934656768e+03 -5.567758463182370178e+03
-4.663991931471985026e+02 -1.340837039661785639e+03 -5.200071452841825703e+03
-3.495882893145521848e+03 2.142288485432404741e+03 -6.715360175686976618e+03
-2.231282405333951465e+04 -6.769385865386472688e+03 -4.819077732868242492e+03
1.651697832821447719e+03 -2.981452018608679282e+02 -5.919936548427378511e+03
9.735144193672095980e+01 -3.477596400505981364e+02 -5.915649790262219540e+03
2.511284555699064640e+03 -6.378115402426840319e+02 -5.989124191594279182e+03
1.768641796815052203e+03 -2.881555655944896444e+03 -4.801009907308458423e+03
-3.270442788376669796e+02 -2.905413365278855053e+03 -3.934045715517938334e+03
2.399420769968166951e+03 -2.765192502026727652e+02 -6.160732315865060627e+03
8.518938719822247094e+02 -2.512773828835501263e+03 -4.893134882900792945e+03
-2.727176495120085747e+03 2.616746657559032428e+03 -5.936635021009780758e+03
-6.925938015346043812e+02 5.400706125498410984e+03 -5.411826745485309402e+03
-1.987163213916011273e+03 -1.851676961973714469e+03 -5.921384678749748673e+03
-2.553017642911836447e+03 -1.535327983918867176e+03 -6.510975538695174691e+03
1.310827263209722332e+03 -3.144869644924512613e+03 -4.953031928505164615e+03
-1.208690185006132424e+03 1.494621452976287173e+03 -5.429645292540702030e+03
-1.528207593356072175e+04 -3.124289955943324458e+03 -4.240044981032719079e+03
7.308775045802490240e+02 -5.898098518859088699e+02 -6.003922992716912631e+03
-4.380301563737706374e+02 -1.767406567014888424e+03 -6.206344437885963089e+03
-2.462665388316513418e+04 -7.650581800539024698e+03 -4.127070010935398386e+03
-5.677481239318510688e+02 -8.675005446174436656e+02 -5.385165499497758901e+03
-2.196447586854576002e+04 -6.331898735173155728e+03 -5.425906045591878865e+03
-2.454390726465549960e+04 -8.634493304771283874e+03 -4.208058583332054695e+03
-1.051043525123477957e+04 4.646556931001413432e+03 -5.531033913803693395e+03
2.114743432359901362e+03 -3.664392916327733928e+03 -4.692359188842895492e+03
-2.071563579233570636e+04 3.034287965634991451e+03 -6.306816897385155244e+03
-2.752158346910886394e+03 1.116854128860392166e+03 -6.143402915927479626e+03
-2.627555041582343620e+03 1.802177513459509782e+03 -6.276743206438877678e+03
2.407420690003450090e+03 -3.764490672677482962e+03 -5.051830148862673013e+03
1.305465131436105139e+03 -2.296135801165151861e+03 -1.967752443481986347e+03
1.958884762649776349e+03 -1.100253293295371350e+03 -6.339725441118057461e+03
-2.797262775124043856e+03 2.152462197114357878e+03 -5.870811425835478985e+03
-1.387678823925463348e+03 -8.081237418162282893e+02 -6.228854936238190021e+03
1.411763291584863964e+03 -2.387338978541941742e+03 -4.827069776732372702e+03
4.184796887719050574e+03 -3.789662268850101100e+04 -1.816674203773963200e+03
-1.229647416813431619e+03 4.617173280971940130e+02 -6.044494353440791201e+03
-1.520730290368141323e+04 -1.096336986241436989e+03 -5.599413004738326890e+03
-4.184370258129028116e+03 -4.429666935655853877e+02 -2.981666266853234447e+03
-2.415890231816644882e+04 -7.253298888402348894e+03 -4.247617698801971528e+03
1.954683084045375608e+03 -3.137967780410751402e+03 -4.723800362740645141e+03
-3.845764522291496178e+03 3.735434560746004081e+03 -6.851900888616062730e+03
-2.866489394614038702e+03 1.909585167939938174e+03 -5.563481202265402317e+03
2.207058048668707670e+03 -3.699852022385509827e+03 -4.615173861198851228e+03
-7.477707707660213600e+03 7.711016241368199189e+03 -6.031977562842456791e+03
1.037407093540942924e+03 -1.920693427853557296e+03 -4.662796022934431676e+03
-1.918309011996825575e+03 9.678783615328086398e+02 -6.352481919658001061e+03
1.906011309122614648e+03 -4.038701790219729446e+02 -5.822746319863510507e+03
5.873035385958538654e+02 -2.957171304139678341e+03 -5.048671435740269771e+03
-3.002291099589715668e+04 -8.782935766490396418e+03 -5.687599085045310858e+03
1.273061652982485384e+03 -7.873058298746077526e+02 -5.745237588552720808e+03
8.421304844499479714e+02 -3.405151296299413843e+02 -5.862248464889917159e+03
-9.679268533202025537e+02 -1.283175336606680503e+03 -6.063740404144078639e+03
