0.001000 1.000000 0.000003 2.000000 -1999999.991746
0.004000 0.996863 0.000044 2.000000 -6375.387488
0.007000 0.993958 0.000133 1.999999 -6497.830604
0.010001 0.991001 0.000270 1.999999 -6557.827363
0.013001 0.988046 0.000454 1.999997 -6593.328270
0.016001 0.985101 0.000684 1.999995 -6616.764347
0.019001 0.982164 0.000958 1.999992 -6633.383791
0.022001 0.979237 0.001277 1.999989 -6645.779663
0.025002 0.976320 0.001639 1.999984 -6655.378995
0.028002 0.973413 0.002044 1.999977 -6663.031497
0.031002 0.970516 0.002490 1.999970 -6669.274510
0.034002 0.967628 0.002978 1.999961 -6674.464395
0.037002 0.964751 0.003506 1.999951 -6678.846771
0.040003 0.961883 0.004073 1.999938 -6682.596418
0.043003 0.959025 0.004679 1.999924 -6685.841086
0.046003 0.956177 0.005323 1.999908 -6688.676314
0.049003 0.953338 0.006004 1.999890 -6691.174976
0.052003 0.950509 0.006722 1.999870 -6693.393625
0.055004 0.947690 0.007475 1.999848 -6695.376817
0.058004 0.944881 0.008263 1.999823 -6697.160136
0.061004 0.942081 0.009086 1.999796 -6698.772337
0.064004 0.939291 0.009943 1.999766 -6700.236914
0.067004 0.936510 0.010832 1.999733 -6701.573250
0.070005 0.933739 0.011754 1.999698 -6702.797476
0.073005 0.930977 0.012708 1.999660 -6703.923126
0.076005 0.928224 0.013693 1.999619 -6704.961642
0.079005 0.925481 0.014708 1.999575 -6705.922760
0.082005 0.922748 0.015752 1.999527 -6706.814817
0.085006 0.920023 0.016826 1.999477 -6707.644995
0.088006 0.917308 0.017929 1.999423 -6708.419515
0.091006 0.914602 0.019059 1.999366 -6709.143788
0.094006 0.911905 0.020217 1.999305 -6709.822548
0.097006 0.909218 0.021401 1.999241 -6710.459952
0.100007 0.906539 0.022611 1.999173 -6711.059665
0.103007 0.903870 0.023847 1.999102 -6711.624932
0.106007 0.901209 0.025108 1.999026 -6712.158635
0.109007 0.898558 0.026394 1.998947 -6712.663344
0.112007 0.895916 0.027703 1.998864 -6713.141357
0.115008 0.893282 0.029035 1.998777 -6713.594736
0.118008 0.890658 0.030391 1.998686 -6714.025335
0.121008 0.888042 0.031768 1.998591 -6714.434828
0.124008 0.885435 0.033167 1.998491 -6714.824726
0.127008 0.882837 0.034588 1.998387 -6715.196403
0.130009 0.880248 0.036029 1.998279 -6715.551104
0.133009 0.877667 0.037490 1.998167 -6715.889964
0.136009 0.875096 0.038971 1.998050 -6716.214021
0.139009 0.872532 0.040471 1.997928 -6716.524222
0.142009 0.869978 0.041990 1.997802 -6716.821436
0.145010 0.867432 0.043527 1.997672 -6717.106459
0.148010 0.864894 0.045082 1.997537 -6717.380026
0.151010 0.862366 0.046654 1.997397 -6717.642813
0.154010 0.859845 0.048243 1.997252 -6717.895442
0.157010 0.857333 0.049849 1.997102 -6718.138491
0.160011 0.854830 0.051470 1.996948 -6718.372493
0.163011 0.852335 0.053107 1.996789 -6718.597943
0.166011 0.849848 0.054759 1.996624 -6718.815299
0.169011 0.847370 0.056425 1.996455 -6719.024990
0.172011 0.844900 0.058106 1.996281 -6719.227412
0.175012 0.842438 0.059801 1.996101 -6719.422935
0.178012 0.839984 0.061509 1.995917 -6719.611906
0.181012 0.837539 0.063230 1.995727 -6719.794647
0.184012 0.835101 0.064963 1.995532 -6719.971461
0.187012 0.832672 0.066709 1.995332 -6720.142630
0.190013 0.830251 0.068467 1.995126 -6720.308419
0.193013 0.827838 0.070236 1.994916 -6720.469077
0.196013 0.825434 0.072016 1.994700 -6720.624838
0.199013 0.823037 0.073807 1.994478 -6720.775921
0.202013 0.820648 0.075609 1.994251 -6720.922533
0.205014 0.818267 0.077420 1.994019 -6721.064869
0.208014 0.815894 0.079241 1.993781 -6721.203112
0.211014 0.813529 0.081071 1.993538 -6721.337435
0.214014 0.811171 0.082910 1.993289 -6721.468003
0.217014 0.808822 0.084758 1.993035 -6721.594969
0.220015 0.806480 0.086614 1.992775 -6721.718480
0.223015 0.804146 0.088478 1.992510 -6721.838674
0.226015 0.801820 0.090349 1.992239 -6721.955683
0.229015 0.799502 0.092228 1.991962 -6722.069630
0.232015 0.797191 0.094114 1.991680 -6722.180633
0.235016 0.794888 0.096007 1.991392 -6722.288805
0.238016 0.792593 0.097906 1.991098 -6722.394251
0.241016 0.790305 0.099811 1.990798 -6722.497073
0.244016 0.788024 0.101722 1.990493 -6722.597366
0.247016 0.785751 0.103638 1.990182 -6722.695223
0.250017 0.783486 0.105559 1.989866 -6722.790731
0.253017 0.781228 0.107486 1.989543 -6722.883971
0.256017 0.778978 0.109417 1.989215 -6722.975024
0.259017 0.776735 0.111352 1.988881 -6723.063965
0.262017 0.774499 0.113292 1.988541 -6723.150866
0.265018 0.772271 0.115235 1.988195 -6723.235796
0.268018 0.770050 0.117182 1.987844 -6723.318820
0.271018 0.767837 0.119133 1.987486 -6723.400002
0.274018 0.765630 0.121086 1.987123 -6723.479401
0.277018 0.763431 0.123042 1.986754 -6723.557075
0.280019 0.761239 0.125001 1.986379 -6723.633080
0.283019 0.759055 0.126962 1.985998 -6723.707467
0.286019 0.756877 0.128925 1.985611 -6723.780287
0.289019 0.754707 0.130890 1.985218 -6723.851590
0.292019 0.752543 0.132857 1.984820 -6723.921421
0.295020 0.750387 0.134825 1.984415 -6723.989825
0.298020 0.748238 0.136794 1.984005 -6724.056845
0.301020 0.746096 0.138764 1.983589 -6724.122521
0.304020 0.743961 0.140735 1.983166 -6724.186894
0.307020 0.741833 0.142706 1.982738 -6724.250002
0.310021 0.739712 0.144678 1.982304 -6724.311880
0.313021 0.737597 0.146650 1.981864 -6724.372565
0.316021 0.735490 0.148622 1.981418 -6724.432089
0.319021 0.733390 0.150593 1.980966 -6724.490486
0.322021 0.731296 0.152564 1.980509 -6724.547786
0.325022 0.729209 0.154534 1.980045 -6724.604020
0.328022 0.727129 0.156504 1.979575 -6724.659218
0.331022 0.725056 0.158472 1.979100 -6724.713406
0.334022 0.722989 0.160439 1.978619 -6724.766612
0.337022 0.720929 0.162405 1.978131 -6724.818862
0.340023 0.718876 0.164369 1.977638 -6724.870181
0.343023 0.716830 0.166332 1.977139 -6724.920594
0.346023 0.714790 0.168292 1.976634 -6724.970124
0.349023 0.712757 0.170250 1.976124 -6725.018794
0.352023 0.710730 0.172206 1.975607 -6725.066624
0.355024 0.708710 0.174160 1.975084 -6725.113638
0.358024 0.706697 0.176111 1.974556 -6725.159854
0.361024 0.704690 0.178059 1.974022 -6725.205293
0.364024 0.702689 0.180005 1.973482 -6725.249974
0.367024 0.700695 0.181947 1.972936 -6725.293916
0.370025 0.698708 0.183886 1.972384 -6725.337135
0.373025 0.696727 0.185822 1.971827 -6725.379650
0.376025 0.694752 0.187754 1.971263 -6725.421478
0.379025 0.692783 0.189683 1.970694 -6725.462634
0.382025 0.690821 0.191608 1.970119 -6725.503134
0.385026 0.688866 0.193529 1.969539 -6725.542994
0.388026 0.686916 0.195445 1.968952 -6725.582228
0.391026 0.684973 0.197358 1.968360 -6725.620851
0.394026 0.683036 0.199267 1.967763 -6725.658876
0.397026 0.681106 0.201171 1.967159 -6725.696317
0.400027 0.679181 0.203070 1.966550 -6725.733188
0.403027 0.677263 0.204965 1.965935 -6725.769500
0.406027 0.675351 0.206855 1.965314 -6725.805266
0.409027 0.673445 0.208740 1.964688 -6725.840498
0.412027 0.671545 0.210620 1.964056 -6725.875208
0.415028 0.669651 0.212495 1.963418 -6725.909407
0.418028 0.667763 0.214364 1.962775 -6725.943105
0.421028 0.665882 0.216229 1.962127 -6725.976314
0.424028 0.664006 0.218087 1.961472 -6726.009044
0.427028 0.662137 0.219941 1.960812 -6726.041304
0.430029 0.660273 0.221788 1.960147 -6726.073106
0.433029 0.658415 0.223630 1.959476 -6726.104457
0.436029 0.656564 0.225466 1.958800 -6726.135368
0.439029 0.654718 0.227296 1.958118 -6726.165847
0.442029 0.652878 0.229120 1.957430 -6726.195903
0.445030 0.651044 0.230938 1.956737 -6726.225545
0.448030 0.649215 0.232749 1.956039 -6726.254781
0.451030 0.647393 0.234554 1.955335 -6726.283618
0.454030 0.645576 0.236353 1.954626 -6726.312066
0.457030 0.643766 0.238146 1.953912 -6726.340131
0.460031 0.641961 0.239931 1.953192 -6726.367821
0.463031 0.640161 0.241710 1.952467 -6726.395143
0.466031 0.638368 0.243483 1.951736 -6726.422104
0.469031 0.636580 0.245248 1.951001 -6726.448712
0.472031 0.634798 0.247007 1.950259 -6726.474972
0.475032 0.633021 0.248759 1.949513 -6726.500892
0.478032 0.631250 0.250503 1.948762 -6726.526478
0.481032 0.629485 0.252241 1.948005 -6726.551735
0.484032 0.627725 0.253971 1.947243 -6726.576671
0.487032 0.625971 0.255694 1.946476 -6726.601291
0.490033 0.624222 0.257410 1.945703 -6726.625600
0.493033 0.622479 0.259118 1.944926 -6726.649605
0.496033 0.620742 0.260819 1.944144 -6726.673311
0.499033 0.619010 0.262513 1.943356 -6726.696723
0.502033 0.617283 0.264199 1.942563 -6726.719847
0.505034 0.615562 0.265877 1.941766 -6726.742688
0.508034 0.613847 0.267548 1.940963 -6726.765250
0.511034 0.612136 0.269211 1.940155 -6726.787539
0.514034 0.610431 0.270866 1.939343 -6726.809559
0.517034 0.608732 0.272513 1.938525 -6726.831315
0.520035 0.607038 0.274153 1.937702 -6726.852812
0.523035 0.605349 0.275784 1.936875 -6726.874054
0.526035 0.603666 0.277408 1.936043 -6726.895045
0.529035 0.601987 0.279023 1.935206 -6726.915790
0.532035 0.600314 0.280631 1.934364 -6726.936292
0.535036 0.598647 0.282230 1.933517 -6726.956556
0.538036 0.596984 0.283821 1.932665 -6726.976587
0.541036 0.595327 0.285404 1.931809 -6726.996386
0.544036 0.593675 0.286979 1.930948 -6727.015960
0.547036 0.592028 0.288545 1.930082 -6727.035310
0.550037 0.590387 0.290104 1.929212 -6727.054442
0.553037 0.588750 0.291653 1.928337 -6727.073358
0.556037 0.587119 0.293195 1.927457 -6727.092061
0.559037 0.585493 0.294728 1.926573 -6727.110556
0.562037 0.583871 0.296252 1.925684 -6727.128846
0.565038 0.582255 0.297768 1.924791 -6727.146933
0.568038 0.580644 0.299276 1.923893 -6727.164822
0.571038 0.579038 0.300775 1.922991 -6727.182515
0.574038 0.577437 0.302265 1.922084 -6727.200015
0.577038 0.575841 0.303747 1.921173 -6727.217325
0.580039 0.574250 0.305220 1.920257 -6727.234449
